"id";"library_id";"current_version";"description";"repository";"homepage";"created_at";"updated_at"
143;142;"0.46.0";"An AngularJS directive for Mapbox GL";"git+https://github.com/Naimikan/angular-mapboxgl-directive.git";"https://naimikan.github.io/angular-mapboxgl-directive/";"2019-02-07 15:14:29";"2019-02-07 15:14:29"
144;143;"0.10.10";"Material Design data table.";"git://github.com/daniel-nagy/md-data-table.git";"http://danielnagy.me/md-data-table";"2019-02-07 15:14:29";"2019-02-07 15:14:29"
145;144;"0.7.1";"AngularJS directive to use Material Design icons with custom fill color and size.";"https://github.com/klarsys/angular-material-icons.git";;"2019-02-07 15:14:30";"2019-02-07 15:14:30"
146;145;"1.1.12";"Material Design for AngularJS Apps";"https://github.com/angular/bower-material.git";"https://material.angularjs.org/";"2019-02-07 15:14:30";"2019-02-07 15:14:30"
147;146;"0.2.2";"Angularjs directives for Materialize CSS Framework";"https://github.com/krescruz/angular-materialize";"https://krescruz.github.io/angular-materialize/";"2019-02-07 15:14:31";"2019-02-07 15:14:31"
148;147;"0.1.10";"A md5 crypto component for Angular.js";"https://github.com/gdi2290/angular-md5.git";;"2019-02-07 15:14:31";"2019-02-07 15:14:31"
149;148;"0.6.1";"Angular service to test if a given @media statment is true.";"git+https://github.com/jacopotarantino/angular-match-media.git";;"2019-02-07 15:14:32";"2019-02-07 15:14:32"
150;149;"1.7.7";"AngularJS module that provides enhanced support for displaying messages within templates";"https://github.com/angular/angular.js.git";"http://angularjs.org";"2019-02-07 15:14:32";"2019-02-07 15:14:32"
151;150;"1.1.2";"Wraps the mixpanel JavaScript global to make it injectable and aid in testing";"https://github.com/kuhnza/angular-mixpanel.git";;"2019-02-07 15:14:33";"2019-02-07 15:14:33"
152;151;"1.7.7";"AngularJS mocks for testing";"https://github.com/angular/bower-angular-mocks.git";"https://angularjs.org";"2019-02-07 15:14:33";"2019-02-07 15:14:33"
153;152;"0.10.2";"Angular Moment Picker is an AngularJS directive for date and time picker using Moment.js";"git://github.com/indrimuska/angular-moment-picker.git";"https://indrimuska.github.io/angular-moment-picker";"2019-02-07 15:14:34";"2019-02-07 15:14:34"
154;153;"1.3.0";"Angular.JS directives for Moment.JS (timeago alternative)";"git://github.com/urish/angular-moment.git";;"2019-02-07 15:14:34";"2019-02-07 15:14:34"
155;154;"1.3.0";"Easy use of morris.js with angular.js";"https://github.com/st1s/angular-morris";"https://angular-morris.io";"2019-02-07 15:14:35";"2019-02-07 15:14:35"
156;155;"0.4.4";"AngularMotion - Fancy CSS3 animations for AngularJS 1.2+";"https://github.com/mgcrea/angular-motion.git";;"2019-02-07 15:14:36";"2019-02-07 15:14:36"
157;156;"1.0.5";"An AngularJS directive for cross-browser mouse wheel support, using the small and standalone Hamster.js library.";"git://github.com/monospaced/angular-mousewheel.git";;"2019-02-07 15:14:36";"2019-02-07 15:14:36"
158;157;"4.0.0";"A multi select dropdown directive for AngularJS";"https://github.com/isteven/angular-multi-select.git";;"2019-02-07 15:14:37";"2019-02-07 15:14:37"
159;158;"1.1.1";"Notification service for Angular using native HTML5 API.";"git://github.com/neoziro/angular-notification.git";;"2019-02-07 15:14:37";"2019-02-07 15:14:37"
160;159;"2.0.1";"AngularJS filter for Numeral.js: number formatting as a filter";"git+ssh://git@github.com/baumandm/angular-numeraljs.git";;"2019-02-07 15:14:38";"2019-02-07 15:14:38"
161;160;"1.0.9";"An AngularJS directive for NVD3.js reusable charting library";"https://github.com/krispo/angular-nvd3.git";"http://krispo.github.io/angular-nvd3";"2019-02-07 15:14:38";"2019-02-07 15:14:38"
162;210;"1.0.1";"This directive allows you to add a date-picker to your form elements.";"git://github.com/angular-ui/ui-date.git";"http://angular-ui.github.com/ui-date";"2019-02-07 15:14:39";"2019-02-07 15:14:39"
163;161;"2.2.0";"AngularJS sliding panel for serving additional content from off the page";"git://github.com/danielepiccone/ng-pageslide.git";;"2019-02-07 15:14:39";"2019-02-07 15:14:39"
164;162;"4.18.6";"Angular extension of the PatternFly project.";"git+https://github.com/patternfly/angular-patternfly.git";"https://www.patternfly.org/angular-patternfly";"2019-02-07 15:14:40";"2019-02-07 15:14:40"
165;163;"6.0.0";"Simple route authorization via roles/permissions";"https://github.com/Narzerus/angular-permission.git";"http://www.rafaelvidaurre.com";"2019-02-07 15:14:40";"2019-02-07 15:14:40"
166;164;"0.4.5";"Angular Poller service uses a timer and sends requests every few seconds to keep the client synced with the server.";"https://github.com/emmaguo/angular-poller.git";;"2019-02-07 15:14:41";"2019-02-07 15:14:41"
860;860;"1.7.4";"Helpers for dustjs-linkedin";"https://github.com/linkedin/dustjs-helpers";;"2019-02-07 15:21:34";"2019-02-07 15:21:34"
168;166;"7.2.0";"QR Code elements for AngularJS.";"http://github.com/monospaced/angular-qrcode";"https://monospaced.github.io/angular-qrcode/";"2019-02-07 15:14:42";"2019-02-07 15:14:42"
169;167;"4.2.0";"An AngularJS module to ease usage of reCaptcha inside a form";"https://github.com/vividcortex/angular-recaptcha";;"2019-02-07 15:14:42";"2019-02-07 15:14:42"
170;168;"2.1.1";"AngularJS filter to provide relative, human-readable dates.";"https://github.com/wildlyinaccurate/angular-relative-date.git";;"2019-02-07 15:14:43";"2019-02-07 15:14:43"
171;169;"1.2.0";"A directive for creating resizable containers in angular.";"https://github.com/Reklino/angular-resizable.git";"http://codepen.io/Reklino/pen/raRaXq/";"2019-02-07 15:14:44";"2019-02-07 15:14:44"
172;170;"1.7.7";"AngularJS module for interacting with RESTful server-side data sources";"https://github.com/angular/angular.js.git";"http://angularjs.org";"2019-02-07 15:14:44";"2019-02-07 15:14:44"
173;171;"1.1.11";"API Bound Models for AngularJS";"git://github.com/platanus/angular-restmod.git";;"2019-02-07 15:14:45";"2019-02-07 15:14:45"
174;172;"0.3.1";"Replace AngularJS directive 'ng-src' by a version which supports Retina displays";"git://github.com/jrief/angular-retina.git";;"2019-02-07 15:14:45";"2019-02-07 15:14:45"
175;173;"1.5.1";"A lightweight extension for AngularJS $route service which supports tree-like nested views and routes hierarchy, and advanced loading flow handling.";"https://github.com/artch/angular-route-segment.git";"http://angular-route-segment.com/";"2019-02-07 15:14:46";"2019-02-07 15:14:46"
176;174;"1.7.7";"AngularJS module for sanitizing HTML";"https://github.com/angular/angular.js.git";"http://angularjs.org";"2019-02-07 15:14:47";"2019-02-07 15:14:47"
177;175;"0.8.14";"Create complex forms from a JSON schema with angular.";"git://github.com/json-schema-form/angular-schema-form";"http://schemaform.io";"2019-02-07 15:14:47";"2019-02-07 15:14:47"
178;176;"1.0.2";"Scrollspy, animated scrollTo and scroll events";"https://github.com/oblador/angular-scroll.git";;"2019-02-07 15:14:48";"2019-02-07 15:14:48"
179;177;"1.6.3";"A handy wrapper for SignalR Hubs. Just specify the hub name, listening functions, and methods that you're going to use.";"git://github.com/justmaier/angular-signalr-hub.git";;"2019-02-07 15:14:48";"2019-02-07 15:14:48"
180;178;"0.1.7";"Basic logger with level logging which can also be independent.";"git://github.com/nmccready/angular-simple-logger.git";"https://nmccready.github.io/angular-simple-logger/";"2019-02-07 15:14:49";"2019-02-07 15:14:49"
181;179;"3.1.7";"Angular directive for slick carousel";"https://github.com/devmark/angular-slick-carousel.git";"http://devmark.github.io/angular-slick-carousel/";"2019-02-07 15:14:49";"2019-02-07 15:14:49"
182;180;"2.1.11";"Smart table is a table module for angular js. It allows you to quickly compose your table in a declarative way including sorting, filtering, row selection pagination.";"https://github.com/lorenzofox3/Smart-Table.git";"http://lorenzofox3.github.io/smart-table-website/";"2019-02-07 15:14:50";"2019-02-07 15:14:50"
183;181;"7.2.0";"An angular module that allows you customize smooth scrollbars";"git+https://github.com/idiotWu/angular-smooth-scrollbar.git";"https://idiotwu.github.io/angular-smooth-scrollbar/";"2019-02-07 15:14:50";"2019-02-07 15:14:50"
184;182;"2.3.11";"A social urls and content sharing directive for angularjs.";"https://github.com/720kb/angular-socialshare.git";"http://720kb.githb.io/angular-socialshare";"2019-02-07 15:14:51";"2019-02-07 15:14:51"
185;183;"0.7.0";"Socket.IO component for AngularJS";"https://github.com/btford/angular-socket-io.git";;"2019-02-07 15:14:51";"2019-02-07 15:14:51"
186;184;"0.0.17";"Fully declarative (multi)sortable for AngularJS";"https://github.com/kamilkp/angular-sortable-view.git";"https://kamilkp.github.io/angular-sortable-view";"2019-02-07 15:14:52";"2019-02-07 15:14:52"
187;185;"0.5.6";"SoundManager2 Music Player for AngularJs";"git://github.com/perminder-klair/angular-soundmanager2.git";"https://perminder-klair.github.io/angular-soundmanager2/";"2019-02-07 15:14:52";"2019-02-07 15:14:52"
188;186;"0.8.1";"Angular directive to show an animated spinner (using spin.js)";"git://github.com/urish/angular-spinner.git";;"2019-02-07 15:14:53";"2019-02-07 15:14:53"
189;187;"0.0.15";"A Storage done right for AngularJS";"https://github.com/auth0/angular-storage.git";;"2019-02-07 15:14:53";"2019-02-07 15:14:53"
190;188;"2.3.12";"AngularStrap - AngularJS directives for Bootstrap";"git://github.com/mgcrea/angular-strap.git";"http://mgcrea.github.com/angular-strap";"2019-02-07 15:14:54";"2019-02-07 15:14:54"
191;189;"5.0.0";"Angular service provider for interacting with Stripe";"git://github.com/bendrucker/angular-stripe.git";;"2019-02-07 15:14:55";"2019-02-07 15:14:55"
192;190;"0.8.1";"AngularJS directive to Summernote";"git://github.com/summernote/angular-summernote.git";;"2019-02-07 15:14:55";"2019-02-07 15:14:55"
193;191;"0.4.8";"AngularJS module that uses SVG to create a circular progressar";"git://github.com/crisbeto/angular-svg-round-progressbar.git";;"2019-02-07 15:14:56";"2019-02-07 15:14:56"
194;192;"1.1.2";"AngularJS wrapper for SweetAlert";"https://github.com/oitozero/ngSweetAlert.git";;"2019-02-07 15:14:56";"2019-02-07 15:14:56"
195;193;"1.3.5";"A simple, re-usable, inter-operable timer directive";"git@github.com:siddii/angular-timer.git";;"2019-02-07 15:14:57";"2019-02-07 15:14:57"
196;194;"1.0.3";"An angular filter to convert objects to arrays for easy filtering and sorting";"https://github.com/petebacondarwin/angular-toArrayFilter.git";;"2019-02-07 15:14:57";"2019-02-07 15:14:57"
197;195;"2.1.1";"Angular-toastr is a notification library based on CodeSeven/toastr but written for Angular.js";"git+https://github.com/Foxandxss/angular-toastr.git";;"2019-02-07 15:14:58";"2019-02-07 15:14:58"
198;196;"1.7.7";"AngularJS module for touch events and helpers for touch-enabled devices";"https://github.com/angular/angular.js.git";"http://angularjs.org";"2019-02-07 15:14:58";"2019-02-07 15:14:58"
199;197;"2.18.1";"Uses angular's $log service to give a warning when trying to translate a translation id which doesn't exist.";"https://github.com/angular-translate/bower-angular-translate-handler-log";"http://angular-translate.github.io";"2019-02-07 15:14:59";"2019-02-07 15:14:59"
200;198;"2.18.1";"Uses MessageFormat.js to interpolate strings against some values.";"https://github.com/angular-translate/bower-angular-translate-interpolation-messageformat";"http://angular-translate.github.io";"2019-02-07 15:15:00";"2019-02-07 15:15:00"
201;199;"2.18.1";"angular-translate-loader-partial";"https://github.com/angular-translate/bower-angular-translate-loader-partial";"http://angular-translate.github.io";"2019-02-07 15:15:00";"2019-02-07 15:15:00"
202;200;"2.18.1";"Creates a loading function for a typical static file url pattern: ""lang-en_US.json"", ""lang-de_DE.json"", etc. Using this builder, the response of these urls must be an object of key-value pairs.";"https://github.com/angular-translate/bower-angular-translate-loader-static-files";"http://angular-translate.github.io";"2019-02-07 15:15:01";"2019-02-07 15:15:01"
203;201;"2.18.1";"Creates a loading function for a typical dynamic url pattern: ""locale.php?lang=en_US"", ""locale.php?lang=de_DE"", ""locale.php?language=nl_NL"" etc. Prefixing the specified url, the current requested, language id will be applied with ""?{queryParameter}={key}"". Using this service, the response of these urls must be an object of key-value pairs.";"https://github.com/angular-translate/bower-angular-translate-loader-url";"http://angular-translate.github.io";"2019-02-07 15:15:01";"2019-02-07 15:15:01"
204;202;"2.18.1";"Abstraction layer for cookieStore. This service is used when telling angular-translate to use cookieStore as storage.";"https://github.com/angular-translate/bower-angular-translate-storage-cookie";"http://angular-translate.github.io";"2019-02-07 15:15:02";"2019-02-07 15:15:02"
246;245;"6.6.1";"AngularJS slider directive with no external dependencies. Mobile friendly!.";"git+https://github.com/angular-slider/angularjs-slider.git";;"2019-02-07 15:15:28";"2019-02-07 15:15:28"
205;203;"2.18.1";"Abstraction layer for localStorage. This service is used when telling angular-translate to use localStorage as storage.";"https://github.com/angular-translate/bower-angular-translate-storage-local";"http://angular-translate.github.io";"2019-02-07 15:15:02";"2019-02-07 15:15:02"
206;204;"2.18.1";"i18n for your Angular apps, made easy";"https://github.com/angular-translate/bower-angular-translate";"http://angular-translate.github.io";"2019-02-07 15:15:03";"2019-02-07 15:15:03"
207;205;"0.2.30";"Angular Tree Control";"git://github.com/wix/angular-tree-control.git";"https://wix.github.io/angular-tree-control";"2019-02-07 15:15:04";"2019-02-07 15:15:04"
208;206;"0.1.2";"Angular Truncate - Ellipsis for your templates";"git://github.com/sparkalow/angular-truncate.git";"http://sparkalow.github.com/angular-truncate";"2019-02-07 15:15:04";"2019-02-07 15:15:04"
209;207;"2.5.0";"Native AngularJS (Angular) directives for Bootstrap. Small footprint (5kB gzipped!), no 3rd party JS dependencies (jQuery, bootstrap JS) required!";"https://github.com/angular-ui/bootstrap";"http://angular-ui.github.io/bootstrap/";"2019-02-07 15:15:05";"2019-02-07 15:15:05"
210;208;"1.0.0";"A complete AngularJS directive for the Arshaw FullCalendar.";"git://github.com/angular-ui/ui-calendar.git";"http://angular-ui.github.com";"2019-02-07 15:15:05";"2019-02-07 15:15:05"
211;209;"0.3.0";"This directive allows you to add CodeMirror to your textarea elements.";"git://github.com/angular-ui/ui-codemirror.git";"https://angular-ui.github.io/ui-codemirror/";"2019-02-07 15:15:06";"2019-02-07 15:15:06"
212;211;"4.7.1";"A data grid for Angular";"https://github.com/angular-ui/ui-grid";"http://ui-grid.info";"2019-02-07 15:15:06";"2019-02-07 15:15:06"
213;212;"1.8.7";"Mask on an input field so the user can only type pre-determined pattern";"https://github.com/angular-ui/ui-mask.git";;"2019-02-07 15:15:07";"2019-02-07 15:15:07"
214;213;"0.3.6";"Angular.js service providing simple notifications using Bootstrap 3 styles with css transitions for animating";"https://github.com/alexcrack/angular-ui-notification.git";;"2019-02-07 15:15:08";"2019-02-07 15:15:08"
215;214;"0.0.6";"AngularJS module that adds support for specifying default child views for abstract states when using ui-router.";"git+https://github.com/nonplus/angular-ui-router-default.git";;"2019-02-07 15:15:08";"2019-02-07 15:15:08"
216;215;"0.1.1";"AngularJS module for updating browser title/history based on the current ui-router state.";"https://github.com/nonplus/angular-ui-router-title.git";;"2019-02-07 15:15:09";"2019-02-07 15:15:09"
217;216;"1.3.1";"A helper module for AngularUI Router, which allows you to define your states as an object tree.";"https://marklagendijk@github.com/marklagendijk/ui-router.stateHelper.git";;"2019-02-07 15:15:09";"2019-02-07 15:15:09"
218;217;"1.0.22";"State-based routing for AngularJS";"https://github.com/angular-ui/ui-router.git";"https://angular-ui.github.com/";"2019-02-07 15:15:10";"2019-02-07 15:15:10"
219;218;"0.20.0";"AngularJS ui-select";"git://github.com/angular-ui/ui-select.git";;"2019-02-07 15:15:10";"2019-02-07 15:15:10"
220;219;"0.4.0";"This directive allows you to add a slider to your form elements.";"https://github.com/angular-ui/ui-slider.git";;"2019-02-07 15:15:11";"2019-02-07 15:15:11"
221;220;"0.19.0";"This directive allows you to jQueryUI Sortable.";"git://github.com/angular-ui/ui-sortable.git";"http://angular-ui.github.com";"2019-02-07 15:15:11";"2019-02-07 15:15:11"
222;221;"0.0.19";"This directive allows you to add a tinymce to your form elements.";"git://github.com/angular-ui/ui-tinymce.git";"https://angular-ui.github.io/";"2019-02-07 15:15:12";"2019-02-07 15:15:12"
223;222;"2.22.6";"An AngularJS UI component that can sort nested lists, provides drag & drop support and doesn't depend on jQuery";"https://github.com/angular-ui-tree/angular-ui-tree";;"2019-02-07 15:15:12";"2019-02-07 15:15:12"
